Rank,NetWorth($B),Age,Country,City,Industries,Self Made,Gender,Last Name,First Name,Birth Year,CPI Index,CPI Change,Country GDP,Country tertiary education enrollment,Country primary education enrollment,Country life expectancy,Population of country,Number of Billionaires,NumberOfBillionaires_x,NumberOfBillionaires_y
878,3.3,56,China,Lianyungang,Manufacturing,True,M,Chen,Shibin,1966,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
878,3.3,77,United States,Paradise Valley,Food & Beverage,False,M,Dorrance,Bennett,1946,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
878,3.3,68,Brazil,Rio de Janeiro,Food & Beverage,True,M,Faria,Walter,1955,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
878,3.3,79,Switzerland,Küsnacht,Automotive,False,M,Frey,Walter,1943,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
878,3.3,55,China,Hangzhou,Technology,True,M,Fu,Liquan,1967,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
878,3.3,88,Australia,Melbourne,Real Estate,False,M,Gandel,John,1934,119.8,1.6,1392680589329,113.1%,100.3%,82.7,25766605,2476,43,43
878,3.3,72,Canada,Oakville,Construction & Engineering,True,M,Gilgan,Peter,1951,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
878,3.3,82,Singapore,Singapore,Diversified,False,M,Kwek,Leng Beng,1941,114.41,0.6,372062527489,84.8%,100.6%,83.1,5703569,2476,46,46
878,3.3,59,United States,Sag Harbor,Finance & Investments,True,M,Legorreta,Pablo,1963,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
878,3.3,78,Israel,Tel Aviv,Media & Entertainment,True,M,Milchan,Arnon,1944,108.15,0.8,395098666122,63.4%,104.9%,82.8,9053300,2476,26,26
878,3.3,79,Japan,Hokkaido,Fashion & Retail,True,M,Nitori,Akio,1944,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
878,3.3,77,Chile,Santiago,Metals & Mining,True,M,Ponce Lerou,Julio,1945,131.91,2.6,282318159745,88.5%,101.4%,80.0,18952038,2476,6,6
878,3.3,77,United States,St. Louis,Finance & Investments,True,M,Riney,Rodger,1946,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
878,3.3,88,United States,Las Vegas,Diversified,True,M,Ruffin,Phil,1935,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
878,3.3,68,Egypt,Cairo,Telecom,False,M,Sawiris,Naguib,1954,288.57,9.2,303175127598,35.2%,106.3%,71.8,100388073,2476,4,4
878,3.3,55,China,Hong Kong,Finance & Investments,True,M,Shen,Neil,1967,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
878,3.3,54,Israel,Tel Aviv,Technology,True,M,Shwed,Gil,1968,108.15,0.8,395098666122,63.4%,104.9%,82.8,9053300,2476,26,26
878,3.3,71,Canada,Toronto,Finance & Investments,True,M,Smith,Stephen,1951,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
878,3.3,38,United Kingdom,London,Finance & Investments,True,M,Storonsky,Nik,1984,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
878,3.3,48,United States,Larchmont,Finance & Investments,True,M,Talpins,Jeffrey,1975,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
878,3.3,74,United States,Dallas,Finance & Investments,True,M,Thoma,Carl,1948,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
878,3.3,59,United States,St. Petersburg,Manufacturing,False,M,Wanek,Todd,1964,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
878,3.3,53,China,Guangzhou,Manufacturing,True,M,Xue,Hua,0,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
878,3.3,73,Singapore,Singapore,Fashion & Retail,True,M,Yasuda,Takao,1949,114.41,0.6,372062527489,84.8%,100.6%,83.1,5703569,2476,46,46
905,3.2,85,Italy,Treviso,Fashion & Retail,True,F,Benetton,Giuliana,1937,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
905,3.2,87,Italy,Ponzano Veneto,Fashion & Retail,True,M,Benetton,Luciano,1935,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
905,3.2,82,India,Delhi,Manufacturing,False,M,Bharat Ram,Arun,1940,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
905,3.2,70,United Kingdom,London,Finance & Investments,True,M,Burkle,Ron,1952,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
905,3.2,64,China,Guangzhou,Manufacturing,True,M,Chen,Kaixuan,1958,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
905,3.2,69,Italy,Solomeo,Fashion & Retail,True,M,Cucinelli,Brunello,1953,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
905,3.2,84,Mexico,Mexico City,Manufacturing,True,M,Del Valle Ruiz,Antonio,1938,141.54,3.6,1258286717125,40.2%,105.8%,75.0,126014024,2476,13,13
905,3.2,86,Italy,torino,Healthcare,True,M,Denegri,Gustavo,1937,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
905,3.2,53,China,Wuxi,Automotive,True,M,Dong,Jinggui,0,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
905,3.2,70,United States,Denver,Media & Entertainment,True,M,Ergen,Charles,1953,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
905,3.2,56,United States,Palo Alto,Technology,True,M,Filo,David,1966,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
905,3.2,85,Australia,Melbourne,Logistics,True,M,Fox,Lindsay,1937,119.8,1.6,1392680589329,113.1%,100.3%,82.7,25766605,2476,43,43
905,3.2,55,Russia,Krasnodar,Fashion & Retail,True,M,Galitsky,Sergei,1967,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
905,3.2,67,India,Bangalore,Technology,True,M,Gopalakrishnan,Senapathy,1955,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
905,3.2,60,Brazil,Brusque,Fashion & Retail,True,M,Hang,Luciano,1962,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
905,3.2,69,United Kingdom,London,Finance & Investments,True,M,Hintze,Michael,1953,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
905,3.2,60,China,Shaoxing,Healthcare,True,M,Hu,Baifan,1962,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
905,3.2,71,United States,New York,Finance & Investments,True,M,James,Hamilton,1951,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
905,3.2,52,South Korea,Seoul,Technology,False,F,Lee,Boo-jin,1970,115.16,0.4,2029000000000,94.3%,98.1%,82.6,51709098,2476,29,29
905,3.2,55,China,Xinyu,Manufacturing,True,M,Li,Liangbin,1967,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
905,3.2,54,China,Shanghai,Manufacturing,True,M,Liang,Feng,1968,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
905,3.2,59,India,Ahmedabad,Healthcare,False,M,Mehta,Samir,1963,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
905,3.2,68,India,Ahmedabad,Healthcare,False,M,Mehta,Sudhir,1954,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
905,3.2,61,Switzerland,Zug,Metals & Mining,True,M,Mistakidis,Aristotelis,1961,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
905,3.2,72,United States,Beverly Hills,Real Estate,False,M,Palmer,Geoffrey,1950,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
905,3.2,86,United States,Birmingham,Automotive,True,M,Penske,Roger,1937,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
905,3.2,69,United Arab Emirates,Dubai,Construction & Engineering,True,M,Pillai,Ravi,1953,114.52,-1.9,421142267938,36.8%,108.4%,77.8,9770529,2476,17,17
905,3.2,73,United States,Bethesda,Finance & Investments,True,M,Rubenstein,David,1949,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
905,3.2,70,United States,Irvine,Food & Beverage,True,M,Schlosberg,Hilton,1953,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
905,3.2,71,Germany,Bremen,Service,True,M,Schulenberg,Klaus-Peter,1951,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
905,3.2,84,United States,Tulsa,Energy,False,F,Schusterman,Lynn,1939,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
905,3.2,77,Italy,Bologna,Manufacturing,False,F,Seràgnoli,Isabella,1945,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
905,3.2,60,China,Beijing,Fashion & Retail,True,M,Shen,Guojun,1962,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
905,3.2,66,United States,Little Rock,Finance & Investments,False,M,Stephens,Warren,1957,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
905,3.2,66,United States,Fort Collins,Healthcare,False,F,Stryker,Pat,1956,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
905,3.2,52,Russia,Moscow,Logistics,True,M,Trotsenko,Roman,1970,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
905,3.2,48,Germany,Heidelberg,Technology,False,M,Tschira,Harald,1974,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
905,3.2,53,Germany,Wiesloch,Technology,False,M,Tschira,Udo,1969,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
905,3.2,67,United States,New York,Finance & Investments,True,M,Viola,Vincent,1956,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
905,3.2,67,China,Daye,Food & Beverage,True,M,Wu,Shaoxun,1956,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
905,3.2,81,United States,Palm Beach,Gambling & Casinos,True,M,Wynn,Steve,1942,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
905,3.2,65,United States,Franklin,Gambling & Casinos,True,M,Yarbrough,Jon,1957,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
905,3.2,87,China,Changzhou,Manufacturing,True,M,Zhou,Bajin,1935,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
949,3.1,76,China,Fuqing,Manufacturing,True,M,Cho,Tak Wong,1946,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
949,3.1,53,United Kingdom,Stoke-On-Trent,Gambling & Casinos,True,M,Coates,John,1970,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
949,3.1,37,United States,Bal Harbour,Finance & Investments,True,M,Cohen,Ryan,1985,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
949,3.1,55,China,Chengdu,Food & Beverage,True,M,Deng,Wen,1968,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
949,3.1,72,India,Delhi,Manufacturing,True,M,Dhingra,Gurbachan Singh,1950,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
949,3.1,75,India,Delhi,Manufacturing,True,M,Dhingra,Kuldip Singh,1947,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
949,3.1,77,Switzerland,Wilen,Finance & Investments,True,M,Ebner,Martin,1945,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
949,3.1,85,France,Paris,Manufacturing,True,M,Edelstenne,Charles,1938,110.05,1.1,2715518274227,65.6%,102.5%,82.5,67059887,2476,35,35
949,3.1,50,Russia,Moscow,Real Estate,True,M,Gordeev,Sergei,1972,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
949,3.1,46,United States,Newbury Park,Media & Entertainment,True,M,Green,Jeff T.,1977,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
949,3.1,62,United States,Santa Cruz,Technology,True,M,Hastings,Reed,1960,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
949,3.1,82,Switzerland,Lucerne,Service,True,M,Hult,Bertil,1941,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
949,3.1,73,Brazil,Sao Jose dos Pinhais,Fashion & Retail,True,M,Krigsner,Miguel,1950,167.4,3.7,1839758040766,51.3%,115.4%,75.7,212559417,2476,44,44
949,3.1,73,Singapore,Singapore,Manufacturing,False,M,Kuok,Khoon Hong,1950,114.41,0.6,372062527489,84.8%,100.6%,83.1,5703569,2476,46,46
949,3.1,52,United States,New York,Fashion & Retail,False,F,Lauder,Aerin,1970,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
949,3.1,90,United States,Highland Park,Food & Beverage,True,M,Lavin,Sheldon,1932,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
949,3.1,67,Russia,Saint Petersburg,Manufacturing,True,M,Litvinenko,Vladimir,1955,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
949,3.1,59,Switzerland,Kanton Schwyz,Metals & Mining,True,M,Mate,Daniel,1963,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
949,3.1,46,India,Kolkata,Fashion & Retail,True,M,Modi,Ravi,1977,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
949,3.1,67,Monaco,Monaco,Diversified,True,M,Moshiri,Farhad,1955,0.0,0.0,7184844193,0.0%,0.0%,0.0,38964,2476,17,17
949,3.1,66,United States,Providence,Finance & Investments,True,M,Nelson,Jonathan,1956,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
949,3.1,59,United States,New York,Real Estate,False,F,Otto-Bernstein,Katharina,1964,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
949,3.1,51,Switzerland,Unknown,Finance & Investments,True,M,Popov,Sergei,1971,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
949,3.1,63,United States,Chicago,Finance & Investments,False,F,Pritzker,Penny,1959,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
949,3.1,79,Indonesia,Jakarta,Diversified,False,M,Rachmat,Theodore,1943,151.18,3.0,1119190780753,36.3%,106.4%,71.5,270203917,2476,25,25
949,3.1,67,Italy,Bassano del Grappa,Fashion & Retail,True,M,Rosso,Renzo,1955,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
949,3.1,80,Germany,Berlin,Media & Entertainment,False,F,Springer,Friede,1942,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
949,3.1,35,Kazakhstan,Almaty,Finance & Investments,True,M,Turlov,Timur,1987,182.75,5.2,180161741180,61.7%,104.4%,73.2,18513930,2476,7,7
949,3.1,74,United States,Idaho Falls,Fashion & Retail,True,M,VanderSloot,Frank,1948,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
949,3.1,53,South Korea,Jeju-do,Media & Entertainment,True,F,Yoo,Jung-hyun,1969,115.16,0.4,2029000000000,94.3%,98.1%,82.6,51709098,2476,29,29
982,3.0,64,United Arab Emirates,Dubai,Diversified,False,M,Al Ghurair,Abdulla bin Ahmad,0,114.52,-1.9,421142267938,36.8%,108.4%,77.8,9770529,2476,17,17
982,3.0,94,Turkey,Istanbul,Diversified,False,F,Arsel,Semahat Sevim,1928,234.44,15.2,754411708203,23.9%,93.2%,77.4,83429615,2476,25,25
982,3.0,61,United States,Beverly Hills,Real Estate,False,M,Berggruen,Nicolas,1961,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
982,3.0,85,United States,The Woodlands,Energy,True,M,Bishop,George,1937,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
982,3.0,90,United States,Miami,Automotive,True,M,Braman,Norman,1932,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
982,3.0,66,Switzerland,Zurich,Technology,False,F,Bucher-Haefner,Eva Maria,1957,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
982,3.0,70,China,Luancheng,Healthcare,True,M,Cai,Dongchen,1953,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
982,3.0,80,France,Paris,Food & Beverage,False,M,Cayard,Jean-Pierre,1943,110.05,1.1,2715518274227,65.6%,102.5%,82.5,67059887,2476,35,35
982,3.0,60,United States,Clearwater,Fashion & Retail,True,M,Christopher,Todd,1962,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
982,3.0,63,China,Guangzhou,Real Estate,True,M,Chu,Mang Yee,1960,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
982,3.0,73,United States,McLean,Finance & Investments,True,M,Conway,William,1949,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
982,3.0,95,Canada,Montreal,Fashion & Retail,True,M,Coutu,Jean,1927,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
982,3.0,76,United States,Tampa,Real Estate,False,M,DeBartolo,Edward,1946,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
982,3.0,57,United States,St. John,Finance & Investments,True,M,Deckoff,Stephen,1965,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
982,3.0,62,China,Zhuji,Metals & Mining,True,M,Feng,Hailiang,1960,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
982,3.0,65,United States,Tempe,Automotive,True,M,Garcia,Ernest,1957,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
982,3.0,76,Singapore,Singapore,Food & Beverage,True,M,Goi,Sam,1946,114.41,0.6,372062527489,84.8%,100.6%,83.1,5703569,2476,46,46
982,3.0,75,Mexico,Mexico City,Diversified,False,M,Hank Rhon,Carlos,1947,141.54,3.6,1258286717125,40.2%,105.8%,75.0,126014024,2476,13,13
982,3.0,66,Italy,Milan,Manufacturing,False,F,Holland,Susan Carol,1956,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
982,3.0,64,China,Shenzhen,Real Estate,True,M,Hui,Ka Yan,1958,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
982,3.0,67,India,Delhi,Manufacturing,False,M,Jain,Vivek,1955,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
982,3.0,71,Germany,Brunswick,Fashion & Retail,True,M,Knapp,Friedrich,1951,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
982,3.0,51,Switzerland,Grimisuat,Healthcare,True,M,Kulkov,Egor,1971,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
982,3.0,67,China,Xiamen,Technology,True,M,Lin,Xiucheng,1955,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
982,3.0,71,India,Mumbai,Food & Beverage,False,M,Mariwala,Harsh,1951,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
982,3.0,59,France,Nantes,Healthcare,True,M,Martin,Gilles,1963,110.05,1.1,2715518274227,65.6%,102.5%,82.5,67059887,2476,35,35
982,3.0,68,Switzerland,Basel,Healthcare,False,F,Oeri,Maja,1955,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
982,3.0,67,United States,New York,Finance & Investments,True,M,Paulson,John,1955,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
982,3.0,67,India,Mumbai,Healthcare,False,M,Piramal,Ajay,1955,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
982,3.0,71,China,Wenzhou,Fashion & Retail,True,M,Qiu,Guanghe,1951,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
982,3.0,86,United Kingdom,London,Fashion & Retail,False,M,Rubin,Stephen,1937,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
982,3.0,64,United States,Delray Beach,Food & Beverage,False,M,Sands,Robert,1958,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
982,3.0,55,Sweden,Göteborg,Real Estate,True,M,Selin,Erik,1967,110.51,1.8,530832908738,67.0%,126.6%,82.5,10285453,2476,26,26
982,3.0,54,China,Chengdu,Food & Beverage,True,M,Shi,Yonghong,1969,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
982,3.0,63,Singapore,Singapore,Manufacturing,True,M,Sitorus,Martua,1960,114.41,0.6,372062527489,84.8%,100.6%,83.1,5703569,2476,46,46
982,3.0,60,China,Urumqi,Diversified,True,M,Sun,Guangxin,1962,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
982,3.0,73,Singapore,Singapore,Diversified,True,M,Tanoto,Sukanto,1949,114.41,0.6,372062527489,84.8%,100.6%,83.1,5703569,2476,46,46
982,3.0,65,United Arab Emirates,Dubai,Service,False,M,Varkey,Sunny,1957,114.52,-1.9,421142267938,36.8%,108.4%,77.8,9770529,2476,17,17
982,3.0,42,Singapore,Singapore,Media & Entertainment,True,M,Ye,Gang,1980,114.41,0.6,372062527489,84.8%,100.6%,83.1,5703569,2476,46,46
982,3.0,60,China,Hangzhou,Healthcare,True,M,Ye,Xiaoping,1963,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
982,3.0,65,China,Shanghai,Manufacturing,True,M,Zhu,Gongshan,1958,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1027,2.9,69,Spain,Barcelona,Fashion & Retail,True,M,Andic,Isak,1953,110.96,0.7,1394116310769,88.9%,102.7%,83.3,47076781,2476,25,25
1027,2.9,82,Italy,Bergamo,Automotive,False,M,Bombassei,Alberto,1940,110.62,0.6,2001244392042,61.9%,101.9%,82.9,60297396,2476,55,55
1027,2.9,65,China,Taixing,Healthcare,True,M,Cao,Longxiang,1957,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1027,2.9,60,United States,Greensboro,Real Estate,True,M,Carroll,Roy,1962,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1027,2.9,70,United Kingdom,Stoke-on-Trent,Telecom,True,M,Caudwell,John,1952,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
1027,2.9,79,United States,Palm Beach,Technology,True,M,Clark,James,1944,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1027,2.9,66,Canada,Montreal,Fashion & Retail,True,M,D'Amours,Jacques,1956,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
1027,2.9,78,United States,Austin,Fashion & Retail,True,M,DeJoria,John Paul,1944,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1027,2.9,92,United Kingdom,London,Sports,True,M,Ecclestone,Bernard,1930,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
1027,2.9,79,Israel,Tel Aviv,Technology,True,M,Federmann,Michael,1943,108.15,0.8,395098666122,63.4%,104.9%,82.8,9053300,2476,26,26
1027,2.9,74,United States,Sarasota,Media & Entertainment,False,M,Feld,Kenneth,1948,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1027,2.9,73,China,Hangzhou,Manufacturing,True,M,Gu,Yuhua,1949,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
1027,2.9,75,Switzerland,Luzerne,Construction & Engineering,False,M,Happel,Otto,1948,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
1027,2.9,68,Germany,Ohningen,Healthcare,False,F,Heine,Gudrun,1954,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
1027,2.9,73,United States,Fort Worth,Real Estate,True,M,Horton,Donald,1950,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
1027,2.9,56,Russia,Moscow,Real Estate,True,M,Iliev,Zarakh,1966,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
1027,2.9,38,Turkey,Istanbul,Diversified,False,F,Kirac,Ipek,1984,234.44,15.2,754411708203,23.9%,93.2%,77.4,83429615,2476,25,25
1027,2.9,49,South Korea,Seoul,Technology,False,F,Lee,Seo-hyun,1973,115.16,0.4,2029000000000,94.3%,98.1%,82.6,51709098,2476,29,29
1027,2.9,66,China,Shenzhen,Healthcare,True,M,Li,Jianquan,1957,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
