,Rank,NetWorth($B),Age,Country,City,Industries,Self Made,Gender,Last Name,First Name,Birth Year,CPI Index,CPI Change,Country GDP,Country tertiary education enrollment,Country primary education enrollment,Country life expectancy,Population of country
572,567,4.8,66,United States,Racine,Manufacturing,FALSE,F,Johnson-Leipold,Helen,1956,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
573,567,4.8,68,United States,Portola Valley,Technology,TRUE,M,Khosla,Vinod,1955,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
574,567,4.8,64,United States,Austin,Technology,TRUE,F,Lee,Thai,1958,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
575,567,4.8,63,United States,Virginia Beach,Manufacturing,FALSE,F,Marquart,Winifred J.,1959,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
576,567,4.8,70,India,Ahmedabad,Healthcare,FALSE,M,Patel,Pankaj,1953,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
578,567,4.8,62,China,Shanghai,Finance & Investments,TRUE,M,Yu,Yong,1961,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
579,580,4.7,88,Portugal,Grijo,Diversified,FALSE,F,Amorim,Maria Fernanda,1935,110.62,0.3,2.37686E+11,63.90%,106.20%,81.3,10269417
580,580,4.7,76,United States,New Orleans,Sports,FALSE,F,Benson,Gayle,1947,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
582,580,4.7,63,Turkey,Istanbul,Manufacturing,TRUE,M,Erdemoglu,Ali,1959,234.44,15.2,7.54412E+11,23.90%,93.20%,77.4,83429615
583,580,4.7,54,Brazil,Sao paulo,Finance & Investments,TRUE,M,Esteves,Andre,1968,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
584,580,4.7,68,Canada,Toronto,Real Estate,FALSE,M,Fidani,Carlo,1955,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
585,580,4.7,77,South Korea,Seoul,Technology,FALSE,F,Hong,Ra-hee,1945,115.16,0.4,2.029E+12,94.30%,98.10%,82.6,51709098
586,580,4.7,50,China,Shanghai,Manufacturing,TRUE,M,Li,Gaiteng,1972,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
587,580,4.7,68,United States,Croton-on-Hudson,Media & Entertainment,TRUE,M,Secunda,Thomas,1954,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
588,580,4.7,76,China,Longkou,Diversified,TRUE,M,Song,Zuowen,1947,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
589,580,4.7,52,United States,Cary,Media & Entertainment,TRUE,M,Sweeney,Tim,1970,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
590,591,4.6,61,United States,Austin,Food & Beverage,TRUE,M,Beveridge,Bert,1962,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
591,591,4.6,64,United States,Dallas,Media & Entertainment,TRUE,M,Cuban,Mark,1958,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
592,591,4.6,96,United States,Oyster Bay,Media & Entertainment,TRUE,M,Dolan,Charles,1926,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
593,591,4.6,46,United States,San Francisco,Technology,TRUE,M,Dorsey,Jack,1976,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
594,591,4.6,56,China,Wujiang,Energy,TRUE,F,Fan,Hongwei,1967,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
595,591,4.6,62,Kazakhstan,Almaty,Metals & Mining,TRUE,M,Kim,Vladimir,1960,182.75,5.2,1.80162E+11,61.70%,104.40%,73.2,18513930
597,591,4.6,79,United States,New York,Fashion & Retail,FALSE,M,Lauder,Ronald,1944,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
598,591,4.6,54,China,Fushun,Manufacturing,TRUE,M,Li,Chunan,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
599,591,4.6,45,Singapore,Singapore,Media & Entertainment,TRUE,M,Li,Forrest,1978,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
601,591,4.6,69,United States,Grand Rapids,Fashion & Retail,FALSE,M,Meijer,Doug,1954,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
602,591,4.6,71,United States,Grand Rapids,Fashion & Retail,FALSE,M,Meijer,Hank,1952,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
603,591,4.6,65,United States,Grand Rapids,Fashion & Retail,FALSE,M,Meijer,Mark,1957,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
604,591,4.6,79,Algeria,Algiers,Food & Beverage,TRUE,M,Rebrab,Issad,1944,151.36,2,1.69988E+11,51.40%,109.90%,76.7,43053054
605,591,4.6,78,United States,Memphis,Logistics,TRUE,M,Smith,Fred,1944,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
606,591,4.6,62,United States,Miami,Finance & Investments,TRUE,M,Sternlicht,Barry,1960,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
607,591,4.6,34,Germany,Battenberg,Manufacturing,FALSE,M,Viessmann,Maximilian,1989,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
608,591,4.6,52,United States,Delray Beach,Food & Beverage,TRUE,M,Weiner,Russ,1970,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
609,591,4.6,66,China,Wuhan,Healthcare,TRUE,M,Xue,Min,1957,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
610,611,4.5,55,Mexico,Unknown,Food & Beverage,FALSE,M,Beckmann Legorreta,Juan Domingo,1967,141.54,3.6,1.25829E+12,40.20%,105.80%,75,126014024
611,611,4.5,82,Germany,Walldorf,Technology,TRUE,M,Hopp,Dietmar,1940,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
612,611,4.5,56,China,Weifang,Technology,TRUE,M,Jiang,Bin,1966,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
613,611,4.5,54,United States,Austin,Technology,TRUE,M,Liemandt,Joseph,1968,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
614,611,4.5,83,Switzerland,Zurich,Food & Beverage,FALSE,M,Mueller,Theo,1940,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
615,611,4.5,76,India,Bangalore,Technology,TRUE,M,Murthy,N.R. Narayana,1946,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
616,611,4.5,71,Norway,Trondheim,Fashion & Retail,FALSE,M,Reitan,Odd,1951,120.27,2.2,4.03336E+11,82.00%,100.30%,82.8,5347896
617,611,4.5,60,United States,New York,Finance & Investments,TRUE,M,Rowan,Marc,1962,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
618,611,4.5,70,United Arab Emirates,Dubai,Real Estate,TRUE,M,Sajwani,Hussain,1953,114.52,-1.9,4.21142E+11,36.80%,108.40%,77.8,9770529
619,611,4.5,41,Brazil,Sao Paulo,Finance & Investments,TRUE,M,Velez,David,1981,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
620,611,4.5,59,China,Guangzhou,Manufacturing,TRUE,M,Xu,Jinfu,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
622,611,4.5,65,China,Wenzhou,Manufacturing,TRUE,M,You,Xiaoping,1958,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
623,624,4.4,50,United States,Boston,Healthcare,TRUE,M,Bancel,Stéphane,1972,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
624,624,4.4,89,United States,Dallas,Technology,FALSE,F,Birmingham Perot,Margot,1933,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
625,624,4.4,88,United States,San Diego,Manufacturing,TRUE,M,Blue,Neal,1935,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
626,624,4.4,63,United States,Cockeysville,Service,TRUE,M,Davis,Jim,1960,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
627,624,4.4,64,Spain,Madrid,Construction & Engineering,FALSE,M,Del Pino,Rafael,1958,110.96,0.7,1.39412E+12,88.90%,102.70%,83.3,47076781
628,624,4.4,81,Switzerland,Liestal,Healthcare,TRUE,M,Grogg,Peter,1942,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
629,624,4.4,58,Germany,Munich,Fashion & Retail,FALSE,M,Haub,Christian,1964,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
630,624,4.4,67,India,Mumbai,Real Estate,TRUE,M,Lodha,Mangal Prabhat,1955,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
631,624,4.4,71,United States,Wynnewood,Sports,FALSE,M,Lurie,Jeffrey,1951,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
632,624,4.4,66,United States,Chicago,Finance & Investments,TRUE,M,Mansueto,Joe,1956,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
633,624,4.4,65,China,Suzhou,Manufacturing,TRUE,M,Qian,Dongqi,1958,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
634,624,4.4,54,Russia,Moscow,Metals & Mining,TRUE,M,Shelkov,Mikhail,1968,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
635,636,4.3,59,Switzerland,Zermatt,Telecom,TRUE,M,Drahi,Patrick,1963,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
636,636,4.3,46,United States,Los Angeles,Finance & Investments,TRUE,M,Eghbali,Behdad,1976,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
637,636,4.3,63,Spain,A Coruña,Finance & Investments,TRUE,M,Escotet,Juan Carlos,1959,110.96,0.7,1.39412E+12,88.90%,102.70%,83.3,47076781
638,636,4.3,49,United States,Los Angeles,Finance & Investments,TRUE,M,Feliciano,Jose E.,1973,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
639,636,4.3,61,China,Beijing,Healthcare,TRUE,M,Hu,Kaijun,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
640,636,4.3,91,United States,Fayetteville,Logistics,TRUE,F,Hunt,Johnelle,1932,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
641,636,4.3,90,United States,Bingham Farms,Food & Beverage,TRUE,F,Ilitch,Marian,1933,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
642,636,4.3,61,Canada,Edmonton,Diversified,TRUE,M,Katz,Daryl,1961,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
643,636,4.3,62,Russia,Verkhniaya Pyshma,Metals & Mining,TRUE,M,Kozitsyn,Andrei,1960,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
644,636,4.3,56,Kazakhstan,Almaty,Finance & Investments,TRUE,M,Kulibaev,Timur,1966,182.75,5.2,1.80162E+11,61.70%,104.40%,73.2,18513930
645,636,4.3,55,Kazakhstan,Almaty,Finance & Investments,FALSE,F,Kulibaeva,Dinara,1967,182.75,5.2,1.80162E+11,61.70%,104.40%,73.2,18513930
648,636,4.3,61,United States,Rancho Santa Fe,Food & Beverage,FALSE,F,Meyer,Gwendolyn Sontheim,1961,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
649,636,4.3,75,United States,San Francisco,Real Estate,TRUE,M,Paul,Jay,1947,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
650,636,4.3,54,Vietnam,Hanoi,Diversified,TRUE,M,Pham,Nhat Vuong,1968,163.52,2.8,2.61921E+11,28.50%,110.60%,75.3,96462106
651,636,4.3,64,United States,New York,Healthcare,FALSE,M,Stryker,Jon,1958,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
654,636,4.3,42,China,Shenzhen,Technology,TRUE,M,Wang,Frank,1980,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
655,636,4.3,74,China,Ningbo,Manufacturing,TRUE,M,Wang,Junshi,1949,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
656,636,4.3,58,China,Beijing,Technology,TRUE,M,Wang,Wenjing,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
657,636,4.3,83,United States,Coral Gables,Finance & Investments,TRUE,M,Wertheim,Herbert,1939,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
658,659,4.2,65,Israel,Tel Aviv,Service,FALSE,F,Arison,Shari,1957,108.15,0.8,3.95099E+11,63.40%,104.90%,82.8,9053300
659,659,4.2,68,Latvia,Unknown,Finance & Investments,TRUE,M,Aven,Pyotr,1955,116.86,2.8,34117202555,88.10%,99.40%,74.7,1912789
660,659,4.2,82,China,Beijing,Real Estate,TRUE,F,Chan,Laiwa,1941,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
661,659,4.2,57,China,Shenzhen,Real Estate,TRUE,M,Chen,Hua,1966,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
662,659,4.2,87,United States,Erie,Finance & Investments,FALSE,M,Hagen,Thomas,1936,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
663,659,4.2,82,United States,Burlingame,Finance & Investments,FALSE,M,Johnson,Rupert,1940,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
664,659,4.2,72,Indonesia,Jakarta,Energy,TRUE,F,Kam,Dewi,1950,151.18,3,1.11919E+12,36.30%,106.40%,71.5,270203917
665,659,4.2,74,United States,Leawood,Technology,TRUE,M,Kao,Min,1949,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
666,659,4.2,82,France,Paris,Finance & Investments,TRUE,M,Ladreit de Lacharriere,Marc,1940,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
667,659,4.2,53,United States,Glencoe,Technology,TRUE,M,Lefkofsky,Eric,1969,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
668,659,4.2,55,China,Shenzhen,Technology,TRUE,M,Lin,Bin,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
669,659,4.2,59,China,Shenzhen,Finance & Investments,TRUE,M,Lin,Li,1963,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
670,659,4.2,68,United States,San Francisco,Technology,TRUE,M,Moritz,Michael,1954,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
671,659,4.2,60,United States,Los Angeles,Service,FALSE,F,Pritzker,Jean (Gigi),1962,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
672,659,4.2,73,United States,Phoenix,Automotive,FALSE,M,Shoen,E. Joe,1949,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
673,659,4.2,58,United States,Los Angeles,Technology,TRUE,M,Skoll,Jeff,1965,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
674,659,4.2,40,United States,Glendora,Food & Beverage,FALSE,F,Snyder,Lynsi,1982,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
675,659,4.2,73,Indonesia,Jakarta,Fashion & Retail,TRUE,M,Susanto,Djoko,1950,151.18,3,1.11919E+12,36.30%,106.40%,71.5,270203917
676,659,4.2,71,Indonesia,Jakarta,Diversified,TRUE,M,Tahir,Unknown,1952,151.18,3,1.11919E+12,36.30%,106.40%,71.5,270203917
677,659,4.2,55,United States,Los Angeles,Finance & Investments,TRUE,M,Thiel,Peter,1967,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
678,679,4.1,68,Czech Republic,Prague,Food & Beverage,TRUE,M,Babis,Andrej,1954,116.48,2.8,2.46489E+11,64.10%,100.70%,79,10669709
679,679,4.1,83,France,Paris,Service,FALSE,F,Bellon,Danielle,1940,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
680,679,4.1,83,Germany,Munich,Media & Entertainment,FALSE,M,Burda,Hubert,1940,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
681,679,4.1,87,United States,Plantation,Food & Beverage,TRUE,M,Caporella,Nick,1936,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
682,679,4.1,74,United States,New York,Energy,TRUE,M,Catsimatidis,John,1948,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
683,679,4.1,70,United States,Woodside,Technology,TRUE,M,Cook,Scott,1952,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
684,679,4.1,54,Italy,Milan,Food & Beverage,FALSE,M,Garavoglia,Luca,1969,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
685,679,4.1,66,Finland,Kirkkonummi,Manufacturing,FALSE,M,Herlin,Antti,1956,112.33,1,2.68761E+11,88.20%,100.20%,81.7,5520314
686,679,4.1,55,China,Putian,Manufacturing,TRUE,M,Hong,Jie,1967,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
687,679,4.1,83,United States,East Aurora,Service,FALSE,M,Jacobs,Jeremy,1940,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
688,679,4.1,56,Russia,Moscow,Fashion & Retail,TRUE,M,Kesaev,Igor,1966,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
689,679,4.1,73,United States,Coatesville,Food & Beverage,FALSE,F,Malone,Mary Alice Dorrance,1950,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
690,679,4.1,61,Brazil,Rio de Janeiro,Diversified,FALSE,M,Moreira Salles,Joao,1962,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
691,679,4.1,66,Brazil,Rio de Janeiro,Finance & Investments,FALSE,M,Moreira Salles Junior,Walther,1956,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
692,679,4.1,76,United States,Phoenix,Sports,TRUE,M,Moreno,Arturo,1946,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
693,679,4.1,63,Switzerland,Weiningen,Manufacturing,TRUE,M,Spuhler,Peter,1959,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
694,679,4.1,88,United States,Beverly Hills,Real Estate,TRUE,M,Sterling,Donald,1934,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
695,679,4.1,82,Australia,Perth,Diversified,TRUE,M,Stokes,Kerry,1940,119.8,1.6,1.39268E+12,113.10%,100.30%,82.7,25766605
696,679,4.1,60,United States,Los Altos Hills,Technology,TRUE,M,Xie,Ken,1963,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
697,679,4.1,57,China,Beijing,Healthcare,TRUE,M,Xie,Liangzhi,1966,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
698,699,4,80,United States,Fort Worth,Energy,FALSE,M,Bass,Sid,1942,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
699,699,4,48,United States,Atlanta,Technology,TRUE,M,Chestnut,Ben,1974,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
700,699,4,75,United States,Unknown,Food & Beverage,FALSE,F,DeLuca,Elisabeth,1947,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
701,699,4,56,China,Shanghai,Diversified,TRUE,M,Guo,Guangchang,1967,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
702,699,4,77,India,Delhi,Manufacturing,FALSE,F,Gupta,Vinod Rai,1945,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
703,699,4,73,United States,Boca Raton,Sports,TRUE,M,Henry,John,1949,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
704,699,4,46,United States,Los Angeles,Technology,TRUE,M,Kalanick,Travis,1976,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
705,699,4,61,Malaysia,Petaling Jaya,Manufacturing,TRUE,M,Koon,Poh Keong,1961,121.46,0.7,3.64702E+11,45.10%,105.30%,76,32447385
706,699,4,51,United States,Atlanta,Technology,TRUE,M,Kurzius,Dan,1971,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
707,699,4,65,China,Yuxi,Manufacturing,TRUE,M,Lee,Paul,1958,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
708,699,4,42,Canada,Ottawa,Technology,TRUE,M,Lutke,Tobi,1980,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
709,699,4,79,United States,Salt Lake City,Automotive,TRUE,F,Miller,Gail,1943,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
710,699,4,63,India,Delhi,Telecom,FALSE,M,Mittal,Rajan,1960,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
711,699,4,67,India,Delhi,Telecom,FALSE,M,Mittal,Rakesh,1955,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
712,699,4,80,United States,Palm Beach,Media & Entertainment,TRUE,M,Perlmutter,Isaac,1942,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
713,699,4,90,United States,Chevy Chase,Finance & Investments,FALSE,M,Saul,Bernard,1932,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
714,699,4,68,Italy,Milan,Telecom,TRUE,M,Shani,Shaul,1955,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
715,699,4,76,United States,Pacific Palisades,Media & Entertainment,TRUE,M,Spielberg,Steven,1946,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
716,699,4,75,Poland,Konstancin,Healthcare,TRUE,M,Starak,Jerzy,1947,114.11,2.2,5.92164E+11,67.80%,100.00%,77.6,37970874
717,699,4,69,Switzerland,Geneva,Energy,TRUE,M,Tornqvist,Torbjorn,1953,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
718,699,4,74,Mexico,Mexico City,Metals & Mining,TRUE,M,Vigil Gonzalez,Rufino,1948,141.54,3.6,1.25829E+12,40.20%,105.80%,75,126014024
719,699,4,73,China,Shaoxing,Diversified,TRUE,M,Zhang,Daocai,1950,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
720,721,3.9,76,Germany,Bruchsal,Manufacturing,FALSE,M,Blickle,Juergen,1947,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
721,721,3.9,72,United States,Livingston,Food & Beverage,FALSE,M,Cargill,Austen,1951,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
722,721,3.9,73,United States,Birchwood,Food & Beverage,FALSE,M,Cargill,James,1949,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
723,721,3.9,91,Thailand,Bangkok,Finance & Investments,TRUE,M,Chaiyawan,Vanich,1932,113.27,0.7,5.4365E+11,49.30%,99.80%,76.9,69625582
724,721,3.9,65,China,Beijing,Finance & Investments,TRUE,M,Chen,Dongsheng,1957,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
725,721,3.9,85,South Korea,Seoul,Automotive,FALSE,M,Chung,Mong-Koo,1938,115.16,0.4,2.029E+12,94.30%,98.10%,82.6,51709098
727,721,3.9,83,Italy,Treviso,Fashion & Retail,FALSE,M,De'Longhi,Giuseppe,1939,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
728,721,3.9,83,Germany,Hamburg,Healthcare,TRUE,M,Fielmann,Guenther,1939,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
729,721,3.9,94,United States,Dallas,Energy,FALSE,M,Hunt,W. Herbert,1929,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
730,721,3.9,63,United States,Carmel,Sports,FALSE,M,Irsay,James,1959,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
731,721,3.9,64,Thailand,Bangkok,Diversified,FALSE,F,Jaruphnit,Somurai,0,113.27,0.7,5.4365E+11,49.30%,99.80%,76.9,69625582
732,721,3.9,69,United States,Bozeman,Food & Beverage,FALSE,F,Liebmann,Marianne,1953,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
733,721,3.9,78,Brazil,Rio de Janeiro,Healthcare,TRUE,M,Moll Filho,Jorge,1945,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
734,721,3.9,76,Brazil,Sao Paulo,Diversified,FALSE,M,Moreira Salles,Fernando Roberto,1946,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
735,721,3.9,63,Brazil,Sao Paulo,Diversified,FALSE,M,Moreira Salles,Pedro,1959,167.4,3.7,1.83976E+12,51.30%,115.40%,75.7,212559417
736,721,3.9,60,United States,Seattle,Gambling & Casinos,TRUE,M,Newell,Gabe,1962,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
737,721,3.9,56,Germany,Bielefeld,Fashion & Retail,FALSE,M,Oetker,Alfred,1967,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
738,721,3.9,50,Germany,Bielefeld,Fashion & Retail,FALSE,M,Oetker,Carl Ferdinand,1972,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
739,721,3.9,44,Germany,Bielefeld,Fashion & Retail,FALSE,F,Oetker,Julia,1979,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
740,721,3.9,62,China,Jiaxing,Manufacturing,TRUE,M,Ruan,Hongliang,1961,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
741,721,3.9,63,United States,Steamboat Springs,Finance & Investments,TRUE,M,Stevens,Mark,1960,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
743,721,3.9,79,India,Mumbai,Food & Beverage,FALSE,M,Wadia,Nusli,1944,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
744,721,3.9,73,China,Shijiazhuang,Healthcare,TRUE,M,Wu,Yiling,1949,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
745,721,3.9,57,China,Ningbo,Manufacturing,TRUE,M,Yu,Renrong,1966,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
746,721,3.9,60,China,Shenzhen,Healthcare,TRUE,M,Zhu,Baoguo,1962,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
747,748,3.8,63,India,Delhi,Service,FALSE,M,Bhatia,Rahul,1959,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
748,748,3.8,80,Italy,Rome,Construction & Engineering,TRUE,M,Caltagirone,Francesco Gaetano,1943,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
749,748,3.8,81,United States,New York,Media & Entertainment,TRUE,M,Diller,Barry,1942,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
750,748,3.8,61,United States,New York,Finance & Investments,TRUE,M,Edens,Wesley,1961,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
751,748,3.8,63,United States,New York,Finance & Investments,TRUE,M,Feinberg,Stephen,1960,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
752,748,3.8,69,United States,Miami,Service,TRUE,M,Gangwal,Rakesh,1953,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
753,748,3.8,61,United States,Chicago,Food & Beverage,TRUE,M,Grendys,Joseph,1961,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
754,748,3.8,87,United States,Nashville,Media & Entertainment,FALSE,F,Ingram,Martha,1935,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
755,748,3.8,41,China,Beijing,Automotive,TRUE,M,Li,Xiang,1981,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
756,748,3.8,64,United States,Dallas,Real Estate,FALSE,M,Perot,H. Ross,1958,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
